,jd,mag,mag_unc,filter,limmag,programid
46,44246.310220803214,132.43110369714327,0.1,g,inf,0.0
47,44246.310220803214,131.48970421327542,0.1,r,inf,0.0
48,44246.41022080322,132.84690291233682,0.1,g,inf,0.0
49,44246.41022080322,132.05357203127474,0.1,r,inf,0.0
50,44246.51022080322,133.54477747034713,0.1,g,inf,0.0
51,44246.51022080322,132.68295634903131,0.1,r,inf,0.0
52,44246.61022080322,134.04682442079223,0.1,g,inf,0.0
53,44246.61022080322,132.97429169009922,0.1,r,inf,0.0
54,44246.710220803216,133.4197891793746,0.1,r,inf,0.0
55,44246.710220803216,134.51756253334932,0.1,g,inf,0.0
56,44246.810220803214,133.9004442447906,0.1,r,inf,0.0
57,44246.810220803214,134.9878253662904,0.1,g,inf,0.0
58,44246.91022080322,135.34216481071968,0.1,g,inf,0.0
59,44246.91022080322,134.38023246455344,0.1,r,inf,0.0
60,44247.01022080322,134.9265211274054,0.1,r,inf,0.0
61,44247.01022080322,135.91405515794503,0.1,g,inf,0.0
62,44247.11022080322,135.43415334387933,0.1,r,inf,0.0
63,44247.11022080322,136.38765508661973,0.1,g,inf,0.0
64,44247.210220803216,135.87654294033936,0.1,r,inf,0.0
65,44247.210220803216,136.79053452535894,0.1,g,inf,0.0
66,44247.310220803214,136.38042789931868,0.1,r,inf,0.0
67,44247.310220803214,137.30346939512322,0.1,g,inf,0.0
68,44247.41022080322,136.74328303487954,0.1,r,inf,0.0
69,44247.41022080322,137.80427632324793,0.1,g,inf,0.0
70,44247.51022080322,137.3123495614343,0.1,r,inf,0.0
71,44247.51022080322,138.37750313571436,0.1,g,inf,0.0
72,44247.61022080322,137.5655437784216,0.1,r,inf,0.0
73,44247.61022080322,138.63135563490334,0.1,g,inf,0.0
74,44247.710220803216,139.06466620071924,0.1,g,inf,0.0
75,44247.710220803216,138.2890396864312,0.1,r,inf,0.0
76,44247.810220803214,139.43708706833763,0.1,g,inf,0.0
77,44247.810220803214,138.48521000281602,0.1,r,inf,0.0
78,44247.91022080322,138.737489872048,0.1,r,inf,0.0
79,44247.91022080322,139.65321689803446,0.1,g,inf,0.0
80,44248.01022080322,139.11667873753362,0.1,r,inf,0.0
81,44248.01022080322,140.24300499166955,0.1,g,inf,0.0
82,44248.11022080322,140.65086857827356,0.1,g,inf,0.0
83,44248.11022080322,139.67120440692904,0.1,r,inf,0.0
84,44248.210220803216,141.2663728040192,0.1,g,inf,0.0
85,44248.210220803216,139.97581392236336,0.1,r,inf,0.0
86,44248.310220803214,141.37601553178376,0.1,g,inf,0.0
87,44248.310220803214,140.44476328579637,0.1,r,inf,0.0
88,44248.41022080322,140.79589003433574,0.1,r,inf,0.0
89,44248.41022080322,141.80060939798645,0.1,g,inf,0.0
90,44248.51022080322,142.1421865222738,0.1,g,inf,0.0
91,44248.51022080322,141.11648641610392,0.1,r,inf,0.0
92,44248.61022080322,141.3896689048609,0.1,r,inf,0.0
93,44248.61022080322,142.3793688647805,0.1,g,inf,0.0
94,44248.710220803216,142.95953834792095,0.1,g,inf,0.0
95,44248.710220803216,141.67188295212617,0.1,r,inf,0.0
96,44248.810220803214,142.1277355773151,0.1,r,inf,0.0
97,44248.810220803214,143.2694687676652,0.1,g,inf,0.0
98,44248.91022080322,143.62239805702785,0.1,g,inf,0.0
99,44248.91022080322,142.60704634988113,0.1,r,inf,0.0
100,44249.01022080322,142.88071776819578,0.1,r,inf,0.0
101,44249.01022080322,143.79025804017803,0.1,g,inf,0.0
102,44249.11022080322,143.05692858755432,0.1,r,inf,0.0
103,44249.11022080322,144.34367028839387,0.1,g,inf,0.0
104,44249.210220803216,143.52101462965342,0.1,r,inf,0.0
105,44249.210220803216,144.3853998226638,0.1,g,inf,0.0
106,44249.310220803214,144.90646470996583,0.1,g,inf,0.0
107,44249.310220803214,143.86442234668394,0.1,r,inf,0.0
108,44249.41022080322,144.0596989367337,0.1,r,inf,0.0
109,44249.41022080322,145.38901863480953,0.1,g,inf,0.0
110,44249.51022080322,144.47392102037685,0.1,r,inf,0.0
111,44249.51022080322,145.38138326914398,0.1,g,inf,0.0
112,44249.61022080322,144.75958718808604,0.1,r,inf,0.0
113,44249.61022080322,145.71902493515591,0.1,g,inf,0.0
114,44249.710220803216,146.08083765108407,0.1,g,inf,0.0
115,44249.710220803216,144.9346870929175,0.1,r,inf,0.0
116,44249.810220803214,145.37998066519455,0.1,r,inf,0.0
117,44249.810220803214,146.31574275562284,0.1,g,inf,0.0
118,44249.91022080322,145.69549818825564,0.1,r,inf,0.0
119,44249.91022080322,146.50624178438693,0.1,g,inf,0.0
120,44250.01022080322,146.04294266639548,0.1,r,inf,0.0
121,44250.01022080322,146.9633822314333,0.1,g,inf,0.0
122,44250.11022080322,146.30976371251336,0.1,r,inf,0.0
123,44250.11022080322,147.120041527812,0.1,g,inf,0.0
124,44250.210220803216,146.33519476774197,0.1,r,inf,0.0
125,44250.210220803216,147.54220933947593,0.1,g,inf,0.0
126,44250.310220803214,146.64775739777397,0.1,r,inf,0.0
127,44250.310220803214,147.67148587021686,0.1,g,inf,0.0
128,44250.41022080322,147.06162162571417,0.1,r,inf,0.0
129,44250.41022080322,148.1869999313698,0.1,g,inf,0.0
130,44250.51022080322,148.22225935886223,0.1,g,inf,0.0
131,44250.51022080322,147.33007489131234,0.1,r,inf,0.0
132,44250.61022080322,147.59877926207952,0.1,r,inf,0.0
133,44250.61022080322,148.5369567337031,0.1,g,inf,0.0
134,44250.710220803216,148.17717753992463,0.1,r,inf,0.0
135,44250.710220803216,148.89514450447086,0.1,g,inf,0.0
136,44250.810220803214,148.09177660667564,0.1,r,inf,0.0
137,44250.810220803214,148.93348951583766,0.1,g,inf,0.0
138,44250.91022080322,148.39102728437157,0.1,r,inf,0.0
139,44250.91022080322,149.32210510568865,0.1,g,inf,0.0
140,44251.01022080322,149.67285655240366,0.1,g,inf,0.0
141,44251.01022080322,148.61565406145002,0.1,r,inf,0.0
