name,ra,dec,jd,magpsf,sigmapsf,filter,magzpsci,magzpsciunc,programid,field,rcid,pid,sgscore1,sgscore2,sgscore3,distpsnr1,distpsnr2,distpsnr3
ZTF21abotose,246.9819846,20.2531516,2459426.7202431,19.932531356811523,0.17847205698490143,g,26.10053062438965,5.9782000789709855e-06,3,584,36,1672220243615,0.004791670013219118,0.04874999821186066,0.5,0.28335243463516235,10.52010726928711,20.454845428466797
ZTF21abotose,246.9820697,20.253109,2459427.6942593,19.690200805664062,0.1374099999666214,r,26.24519920349121,3.1072199817572255e-06,1,584,36,1673194253615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820697,20.253109,2459427.6942593,19.69015884399414,0.13741014897823334,r,26.245159149169922,3.1071999728737865e-06,1,584,36,1673194253615,0.004791670013219118,0.04874999821186066,0.5,0.11628247052431107,10.580815315246582,20.212127685546875
ZTF21abotose,246.9820697,20.253109,2459427.6942593,19.690200805664062,0.1374099999666214,r,26.24519920349121,3.1072199817572255e-06,1,584,36,1673194253615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820477,20.2531598,2459427.7334838,19.780363082885742,0.16007035970687866,g,26.221363067626953,5.696099833585322e-06,1,584,36,1673233483615,0.004791670013219118,0.04874999821186066,0.5,0.24346762895584106,10.675505638122559,20.40936279296875
ZTF21abotose,246.9820477,20.2531598,2459427.7334838,19.780399322509766,0.16007000207901,g,26.221399307250977,5.696069820260163e-06,1,584,36,1673233483615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820409,20.2531624,2459429.7545486,20.17619514465332,0.17493762075901031,g,26.219194412231445,5.069699909654446e-06,1,584,36,1675254543615,0.004791670013219118,0.04874999821186066,0.5,0.25147563219070435,10.668453216552734,20.42595672607422
ZTF21abotose,246.9820409,20.2531624,2459429.7545486,20.17620086669922,0.17493799328804016,g,26.219200134277344,5.069679900771007e-06,1,584,36,1675254543615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820119,20.2531707,2459434.7137269,19.54163932800293,0.12743233144283295,g,26.244638442993164,5.126999894855544e-06,1,584,36,1680213723615,0.004791670013219118,0.04874999821186066,0.5,0.29699188470840454,10.631075859069824,20.487478256225586
ZTF21abotose,246.9820119,20.2531707,2459434.7137269,19.54159927368164,0.12743200361728668,g,26.244600296020508,5.1269898904138245e-06,1,584,36,1680213723615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.981998,20.2532022,2459435.6771181,19.35219955444336,0.13102799654006958,i,25.662200927734375,1.881199978015502e-06,2,584,36,1681177113615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.981998,20.2532022,2459435.6771181,19.352216720581055,0.13102813065052032,i,25.662216186523438,1.881199978015502e-06,2,584,36,1681177113615,0.004791670013219118,0.04874999821186066,0.5,0.419533908367157,10.691850662231445,20.610103607177734
ZTF21abotose,246.9820063,20.253176,2459436.714456,19.03034782409668,0.10950309783220291,r,26.19034767150879,2.8992999432375655e-06,1,584,36,1682214453615,0.004791670013219118,0.04874999821186066,0.5,0.32134222984313965,10.634446144104004,20.51189422607422
ZTF21abotose,246.9820063,20.253176,2459436.714456,19.03030014038086,0.10950300097465515,r,26.19029998779297,2.8993199521210045e-06,1,584,36,1682214453615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820063,20.253176,2459436.714456,19.03030014038086,0.10950300097465515,r,26.19029998779297,2.8993199521210045e-06,1,584,36,1682214453615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820213,20.2531551,2459436.7355208,19.17609977722168,0.11960099637508392,g,26.113100051879883,5.3577000471705105e-06,1,584,36,1682235523615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820213,20.2531551,2459436.7355208,19.17606544494629,0.11960133910179138,g,26.113065719604492,5.3577000471705105e-06,1,584,36,1682235523615,0.004791670013219118,0.04874999821186066,0.5,0.2339334487915039,10.606656074523926,20.42383575439453
ZTF21abotose,246.9820207,20.2531736,2459439.6766898,19.18048095703125,0.13766098022460938,g,26.004480361938477,7.24239998817211e-06,1,584,36,1685176683615,0.004791670013219118,0.04874999821186066,0.5,0.29902413487434387,10.657649040222168,20.487106323242188
ZTF21abotose,246.9820207,20.2531736,2459439.6766898,19.180500030517578,0.13766099512577057,g,26.004499435424805,7.242359970405232e-06,1,584,36,1685176683615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820012,20.2531757,2459441.6729167,18.560100555419922,0.06671400368213654,r,26.023099899291992,9.505930393061135e-06,1,584,36,1687172913615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820012,20.2531757,2459441.6729167,18.560100555419922,0.06671400368213654,r,26.023099899291992,9.505930393061135e-06,1,584,36,1687172913615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820012,20.2531757,2459441.6729167,18.56005859375,0.06671395152807236,r,26.023059844970703,9.505900379735976e-06,1,584,36,1687172913615,0.004791670013219118,0.04874999821186066,0.5,0.32686230540275574,10.623003959655762,20.516809463500977
ZTF21abotose,246.982078,20.2531609,2459441.7449074,18.96816062927246,0.12109530717134476,g,26.015159606933594,2.1697700503864326e-05,1,584,36,1687244903615,0.004791670013219118,0.04874999821186066,0.5,0.27741044759750366,10.742936134338379,20.378665924072266
ZTF21abotose,246.982078,20.2531609,2459441.7449074,18.96820068359375,0.12109500169754028,g,26.015199661254883,2.1697700503864326e-05,1,584,36,1687244903615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820707,20.2531511,2459443.6934491,19.058441162109375,0.20740771293640137,g,25.913440704345703,1.4668199582956731e-05,1,584,36,1689193443615,0.004791670013219118,0.04874999821186066,0.5,0.23479819297790527,10.70001220703125,20.353681564331055
ZTF21abotose,246.9820707,20.2531511,2459443.6934491,19.058399200439453,0.20740799605846405,g,25.913400650024414,1.4668199582956731e-05,1,584,36,1689193443615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820707,20.2531511,2459443.6934491,19.058399200439453,0.20740799605846405,g,25.913400650024414,1.4668199582956731e-05,1,584,36,1689193443615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820726,20.2531848,2459443.7630787,18.68600082397461,0.1459760069847107,r,25.90999984741211,7.148839813453378e-06,1,584,36,1689263073615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820726,20.2531848,2459443.7630787,18.68601417541504,0.14597555994987488,r,25.91001319885254,7.1487997956865e-06,1,584,36,1689263073615,0.004791670013219118,0.04874999821186066,0.5,0.34980177879333496,10.798338890075684,20.465856552124023
ZTF21abotose,246.9820112,20.2530071,2459444.6949306,19.090999603271484,0.24944500625133514,g,25.801000595092773,1.9404500562814064e-05,2,584,36,1690194933615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820266,20.2531608,2459447.7062384,18.76460838317871,0.13319581747055054,r,26.18560791015625,4.0171998989535496e-06,1,584,36,1693206233615,0.004791670013219118,0.04874999821186066,0.5,0.24987633526325226,10.633857727050781,20.43699073791504
ZTF21abotose,246.9820266,20.2531608,2459447.7062384,18.76460075378418,0.13319599628448486,r,26.18560028076172,4.0172199078369886e-06,1,584,36,1693206233615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820266,20.2531608,2459447.7062384,18.76460075378418,0.13319599628448486,r,26.18560028076172,4.0172199078369886e-06,1,584,36,1693206233615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820385,20.2531459,2459447.7071875,18.619285583496094,0.12383122742176056,r,26.187284469604492,4.543499926512595e-06,3,584,36,1693207183615,0.004791670013219118,0.04874999821186066,0.5,0.19213318824768066,10.617033958435059,20.37285614013672
ZTF21abotose,246.9820385,20.2531459,2459447.7071875,18.619300842285156,0.12383099645376205,r,26.187299728393555,4.543509930954315e-06,3,584,36,1693207183615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820675,20.2532532,2459448.6638079,19.430599212646484,0.24553699791431427,g,26.215599060058594,9.306019819632638e-06,2,584,36,1694163803615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820675,20.2532532,2459448.6638079,19.430599212646484,0.24553699791431427,g,26.215599060058594,9.306019819632638e-06,2,584,36,1694163803615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9819971,20.2531887,2459448.7161921,18.7381534576416,0.14872202277183533,r,26.200153350830078,4.661099865188589e-06,2,584,36,1694216193615,0.004791670013219118,0.04874999821186066,0.5,0.37533313035964966,10.651498794555664,20.565515518188477
ZTF21abotose,246.9819971,20.2531887,2459448.7161921,18.73819923400879,0.14872199296951294,r,26.200199127197266,4.661109869630309e-06,2,584,36,1694216193615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9819971,20.2531887,2459448.7161921,18.73819923400879,0.14872199296951294,r,26.200199127197266,4.661109869630309e-06,2,584,36,1694216193615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820155,20.2531458,2459448.7171296,18.77716827392578,0.1138085424900055,r,26.196168899536133,5.351299932954134e-06,3,584,36,1694217123615,0.004791670013219118,0.04874999821186066,0.5,0.2088901847600937,10.568255424499512,20.399120330810547
ZTF21abotose,246.9820768,20.2531857,2459449.6607755,18.806848526000977,0.10133057087659836,r,26.220848083496094,3.196099896740634e-06,2,584,36,1695160773615,0.004791670013219118,0.04874999821186066,0.5,0.3575499653816223,10.809757232666016,20.464183807373047
ZTF21abotose,246.9820768,20.2531857,2459449.6607755,18.806800842285156,0.10133100301027298,r,26.220800399780273,3.1961099011823535e-06,2,584,36,1695160773615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820732,20.2531913,2459450.6748495,18.847999572753906,0.11189000308513641,r,26.08099937438965,3.907449809048558e-06,1,584,36,1696174843615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820732,20.2531913,2459450.6748495,18.84796905517578,0.11189012229442596,r,26.080970764160156,3.90739978683996e-06,1,584,36,1696174843615,0.004791670013219118,0.04874999821186066,0.5,0.37269356846809387,10.817852020263672,20.48724365234375
ZTF21abotose,246.9821604,20.2530532,2459450.6943634,19.430999755859375,0.236517995595932,g,25.888999938964844,1.2953199984622188e-05,1,584,36,1696194363615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820131,20.2531412,2459451.6712153,19.042926788330078,0.10380199551582336,r,26.239925384521484,3.858699983538827e-06,2,584,36,1697171213615,0.004791670013219118,0.04874999821186066,0.5,0.19741132855415344,10.550248146057129,20.386367797851562
ZTF21abotose,246.9820131,20.2531412,2459451.6712153,19.04290008544922,0.10380200296640396,r,26.239900588989258,3.858679974655388e-06,2,584,36,1697171213615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820131,20.2531412,2459451.6712153,19.04290008544922,0.10380200296640396,r,26.239900588989258,3.858679974655388e-06,2,584,36,1697171213615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820163,20.2531258,2459451.6932292,19.632877349853516,0.20543308556079865,g,26.131877899169922,6.7885998760175426e-06,2,584,36,1697193223615,0.004791670013219118,0.04874999821186066,0.5,0.14412903785705566,10.51366901397705,20.330602645874023
ZTF21abotose,246.9820163,20.2531258,2459451.6932292,19.63290023803711,0.20543299615383148,g,26.131900787353516,6.7886198849009816e-06,2,584,36,1697193223615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820592,20.2531644,2459454.6589583,19.04640007019043,0.11297199875116348,i,25.718399047851562,1.2186100093458663e-06,2,584,36,1700158953615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820592,20.2531644,2459454.6589583,19.046438217163086,0.11297166347503662,i,25.71843910217285,1.2186000049041468e-06,2,584,36,1700158953615,0.004791670013219118,0.04874999821186066,0.5,0.2666073143482208,10.712752342224121,20.411834716796875
ZTF21abotose,246.982119,20.2530771,2459454.6864352,20.44729995727539,0.2560400068759918,g,26.265300750732422,5.083019914309261e-06,1,584,36,1700186433615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.982119,20.2530771,2459454.6864352,20.44729995727539,0.2560400068759918,g,26.265300750732422,5.083019914309261e-06,1,584,36,1700186433615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820237,20.2531225,2459454.7697569,19.071243286132812,0.10726504027843475,r,26.18924331665039,4.020600044896128e-06,1,584,36,1700269753615,0.004791670013219118,0.04874999821186066,0.5,0.12116912752389908,10.520069122314453,20.310834884643555
ZTF21abotose,246.9820237,20.2531225,2459454.7697569,19.071199417114258,0.10726500302553177,r,26.189199447631836,4.020610049337847e-06,1,584,36,1700269753615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9821067,20.2531822,2459457.7221759,20.056299209594727,0.254177987575531,g,26.01129913330078,9.582669918017928e-06,1,584,36,1703222173615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820351,20.2531214,2459460.7054745,19.454099655151367,0.12321899831295013,r,26.250099182128906,2.9206300951045705e-06,1,584,36,1706205473615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820351,20.2531214,2459460.7054745,19.454126358032227,0.12321894615888596,r,26.2501277923584,2.920600081779412e-06,1,584,36,1706205473615,0.004791670013219118,0.04874999821186066,0.5,0.10520771145820618,10.541199684143066,20.29388999938965
ZTF21abotose,246.9820434,20.2531652,2459462.6969676,19.513200759887695,0.17034700512886047,r,26.27120018005371,3.227270099159796e-06,1,584,36,1708196963615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820434,20.2531652,2459462.6969676,19.513166427612305,0.17034727334976196,r,26.271167755126953,3.2273001124849543e-06,1,584,36,1708196963615,0.004791670013219118,0.04874999821186066,0.5,0.2617817223072052,10.681598663330078,20.432573318481445
ZTF21abotose,246.9820396,20.253139,2459464.7257523,19.506431579589844,0.15688371658325195,r,26.19143295288086,3.312399940114119e-06,1,584,36,1710225753615,0.004791670013219118,0.04874999821186066,0.5,0.16722753643989563,10.600018501281738,20.348236083984375
ZTF21abotose,246.9820396,20.253139,2459464.7257523,19.506399154663086,0.15688399970531464,r,26.1914005279541,3.3123699267889606e-06,1,584,36,1710225753615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820396,20.253139,2459464.7257523,19.506399154663086,0.15688399970531464,r,26.1914005279541,3.3123699267889606e-06,1,584,36,1710225753615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.981985,20.2531,2459466.6509144,19.672100067138672,0.20482900738716125,r,26.236099243164062,3.4759700611175504e-06,1,584,36,1712150913615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.981985,20.2531,2459466.6509144,19.672094345092773,0.2048291712999344,r,26.236093521118164,3.476000074442709e-06,1,584,36,1712150913615,0.004791670013219118,0.04874999821186066,0.5,0.18791835010051727,10.375103950500488,20.28034782409668
ZTF21abotose,246.9820548,20.2531891,2459469.6455208,19.66603660583496,0.19506360590457916,i,25.684036254882812,1.1669000059555401e-06,2,584,36,1715145523615,0.004791670013219118,0.04874999821186066,0.5,0.35112228989601135,10.77287483215332,20.500572204589844
ZTF21abotose,246.9820548,20.2531891,2459469.6455208,19.666000366210938,0.1950639933347702,i,25.68400001525879,1.1669300192806986e-06,2,584,36,1715145523615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9819967,20.2532378,2459470.6412731,19.682313919067383,0.20027878880500793,r,26.270313262939453,3.2871998882910702e-06,1,584,36,1716141273615,0.004791670013219118,0.04874999821186066,0.5,0.5430289506912231,10.79110050201416,20.732011795043945
ZTF21abotose,246.9819967,20.2532378,2459470.6412731,19.682300567626953,0.20027899742126465,r,26.270299911499023,3.2871600978978677e-06,1,584,36,1716141273615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820229,20.2532423,2459484.6508218,19.939800262451172,0.07678599655628204,r,28.471799850463867,1.989410066016717e-06,2,584,36,1730150823615,nan,nan,nan,nan,nan,nan
ZTF21abotose,246.9820229,20.2532423,2459484.6508218,19.939760208129883,0.0767856016755104,r,28.471759796142578,1.9894000615749974e-06,2,584,36,1730150823615,0.004791670013219118,0.04874999821186066,0.5,0.5422099828720093,10.857579231262207,20.71718978881836
ZTF21abotose,246.9820512,20.2532292,2459485.6470949,19.944833755493164,0.09979528188705444,r,28.079832077026367,1.8888000568040297e-06,2,584,36,1731147093615,0.004791670013219118,0.04874999821186066,0.5,0.4933741092681885,10.878727912902832,20.640657424926758
