,jd,mag,mag_unc,filter,limmag,programid,forced
1439,2459300.9379977,99.0,99.0,r,19.2542,1,1
1440,2459301.7275231,99.0,99.0,g,18.9151,1,1
1441,2459301.8025926,99.0,99.0,r,18.8907,1,1
1442,2459302.7047106,99.0,99.0,r,19.4871,1,1
1443,2459302.7597917,99.0,99.0,r,19.5633,1,1
1444,2459302.8048843,99.0,99.0,i,19.5461,1,1
1445,2459302.8194792,99.0,99.0,g,19.4377,1,1
1446,2459302.8515509,99.0,99.0,g,19.5603,1,1
1447,2459302.8959838,99.0,99.0,g,19.4837,1,1
1448,2459302.9375116,99.0,99.0,r,19.7174,1,1
1449,2459303.7692824,99.0,99.0,g,19.5956,1,1
1450,2459303.829838,99.0,99.0,r,19.8399,1,1
1451,2459303.8651968,99.0,99.0,g,19.758,1,1
1452,2459303.9378009,99.0,99.0,r,19.5144,1,1
1453,2459304.7279861,99.0,99.0,g,19.5817,1,1
1454,2459304.7642477,99.0,99.0,g,19.7085,1,1
1455,2459304.7804167,99.0,99.0,r,19.6977,1,1
1456,2459304.7977315,99.0,99.0,r,19.7933,1,1
1457,2459305.7833681,99.0,99.0,g,19.1556,1,1
1458,2459305.8827662,99.0,99.0,i,19.7788,1,1
1459,2459305.944375,99.0,99.0,r,20.0064,1,1
1460,2459306.0004051,99.0,99.0,g,19.5347,1,1
1461,2459306.7609375,99.0,99.0,r,20.6899,1,1
1462,2459306.7778472,99.0,99.0,g,20.8275,1,1
1463,2459306.822662,99.0,99.0,g,20.521,1,1
1464,2459306.9801389,99.0,99.0,r,20.3106,1,1
1465,2459307.7605556,99.0,99.0,r,20.7345,1,1
1466,2459307.7639583,99.0,99.0,r,20.7121,1,1
1467,2459307.7872454,99.0,99.0,g,20.8981,1,1
1468,2459307.8330556,99.0,99.0,g,20.9549,1,1
1469,2459307.8714468,99.0,99.0,r,20.7058,1,1
1470,2459307.8926736,99.0,99.0,g,20.5495,1,1
1471,2459308.779375,99.0,99.0,r,20.803,1,1
1472,2459308.8237037,99.0,99.0,i,20.2191,1,1
1473,2459308.8500116,99.0,99.0,g,20.8847,1,1
1474,2459308.8923843,99.0,99.0,g,20.7672,1,1
1475,2459308.9465509,99.0,99.0,r,20.5001,1,1
1476,2459309.7022222,99.0,99.0,g,20.4652,1,1
1477,2459309.7585185,99.0,99.0,r,20.6494,1,1
1478,2459309.7850116,99.0,99.0,r,20.7017,1,1
1479,2459309.8034838,99.0,99.0,g,20.6913,1,1
1480,2459309.8201852,99.0,99.0,g,20.5958,1,1
1481,2459309.8886458,99.0,99.0,r,20.5502,1,1
1482,2459310.7594676,99.0,99.0,g,20.8357,1,1
1483,2459310.8259606,99.0,99.0,r,20.0258,1,1
1484,2459310.8799306,99.0,99.0,g,20.8892,1,1
1485,2459310.9057407,99.0,99.0,r,20.8478,1,1
1486,2459311.6818866,99.0,99.0,r,20.5246,1,1
1487,2459311.7415046,99.0,99.0,g,20.6023,1,1
1488,2459311.7429514,99.0,99.0,g,20.4686,1,1
1489,2459311.7647454,99.0,99.0,i,20.0199,1,1
1490,2459311.7857176,99.0,99.0,g,20.805,1,1
1491,2459311.9821875,99.0,99.0,r,20.5706,1,1
1492,2459312.7471875,99.0,99.0,g,20.3083,1,1
1493,2459312.7774653,99.0,99.0,r,20.4174,1,1
1494,2459312.8409259,99.0,99.0,g,20.7131,1,1
1495,2459312.8846991,99.0,99.0,r,20.6743,1,1
1496,2459313.7043634,99.0,99.0,r,20.4401,1,1
1497,2459313.7426968,99.0,99.0,g,20.7714,1,1
1498,2459313.7701968,99.0,99.0,g,20.434,1,1
1499,2459313.7831713,99.0,99.0,g,20.5584,1,1
1500,2459313.8064468,99.0,99.0,r,20.2391,1,1
1501,2459313.8449074,99.0,99.0,r,20.573,1,1
1502,2459314.746331,99.0,99.0,g,20.8713,1,1
1503,2459314.7834606,99.0,99.0,r,20.8065,1,1
1504,2459314.8836921,99.0,99.0,g,20.9129,1,1
1505,2459315.7245486,99.0,99.0,g,19.9367,1,1
1506,2459315.7373958,99.0,99.0,r,20.5117,1,1
1507,2459315.7615162,99.0,99.0,r,18.9381,1,1
1508,2459315.7865972,99.0,99.0,g,19.9666,1,1
1509,2459315.7985417,99.0,99.0,g,20.3241,1,1
1510,2459315.8587847,99.0,99.0,r,17.2766,1,1
1511,2459316.7785301,99.0,99.0,r,20.8982,1,1
1512,2459316.7968866,99.0,99.0,r,20.9798,1,1
1513,2459316.8217824,99.0,99.0,g,20.9511,1,1
1514,2459316.8602315,99.0,99.0,g,21.0384,1,1
1515,2459317.7040625,99.0,99.0,r,20.6852,1,1
1516,2459317.7418519,99.0,99.0,g,21.0956,1,1
1517,2459317.7625116,99.0,99.0,g,21.0741,1,1
1518,2459317.7823032,99.0,99.0,g,21.1066,1,1
1519,2459317.8047222,99.0,99.0,i,20.2137,1,1
1520,2459317.8274421,99.0,99.0,r,20.9408,1,1
1521,2459319.7244792,99.0,99.0,r,20.5023,1,1
1522,2459319.9221991,99.0,99.0,g,20.4007,1,1
1523,2459320.87,99.0,99.0,g,20.7732,1,1
1524,2459321.742419,99.0,99.0,g,20.8613,1,1
1525,2459321.78375,99.0,99.0,r,20.837,1,1
1526,2459321.8372454,99.0,99.0,i,20.0977,1,1
1527,2459321.8694329,99.0,99.0,g,20.9613,1,1
1528,2459321.8704282,99.0,99.0,g,20.9536,1,1
1529,2459322.6878819,99.0,99.0,g,19.8948,1,1
1530,2459322.7455787,99.0,99.0,r,20.5924,1,1
1531,2459322.7873611,99.0,99.0,r,20.64,1,1
1532,2459322.8213194,99.0,99.0,g,20.4366,1,1
1533,2459323.7635995,99.0,99.0,g,20.2322,1,1
1534,2459323.7869907,99.0,99.0,g,20.4509,1,1
1535,2459323.8100347,99.0,99.0,g,20.5589,1,1
1536,2459323.8237037,99.0,99.0,r,20.664,1,1
1537,2459323.8449653,99.0,99.0,r,20.5716,1,1
1538,2459323.8693287,99.0,99.0,r,20.6646,1,1
1539,2459324.8070833,99.0,99.0,i,19.9705,1,1
1540,2459325.7800116,99.0,99.0,r,20.4064,1,1
1541,2459325.8461111,99.0,99.0,g,19.9234,1,1
1542,2459329.762581,99.0,99.0,r,19.6874,1,1
1543,2459329.8299537,99.0,99.0,g,19.5487,1,1
1544,2459334.8077894,99.0,99.0,i,19.9452,1,1
1545,2459335.764375,99.0,99.0,g,20.5875,1,1
1546,2459335.7653009,99.0,99.0,g,20.6246,1,1
1547,2459335.8058218,99.0,99.0,r,19.8445,1,1
1548,2459335.8077546,99.0,99.0,r,19.8655,1,1
1549,2459336.7798727,99.0,99.0,g,20.706,1,1
1550,2459336.821169,99.0,99.0,r,20.9528,1,1
1551,2459338.7840972,99.0,99.0,r,20.7384,1,1
1552,2459338.7850463,99.0,99.0,r,20.7028,1,1
1553,2459338.8233102,99.0,99.0,g,20.5649,1,1
1554,2459338.828125,99.0,99.0,g,20.503,1,1
1555,2459339.7465625,99.0,99.0,g,20.8719,1,1
1556,2459340.8047685,99.0,99.0,r,20.7044,1,1
1557,2459340.8057176,99.0,99.0,r,20.7059,1,1
1558,2459340.8684144,99.0,99.0,g,20.5946,1,1
1559,2459340.8693519,99.0,99.0,g,20.623,1,1
1560,2459341.7467824,99.0,99.0,r,20.7847,1,1
1561,2459341.804294,99.0,99.0,g,20.9266,1,1
1562,2459342.8048843,99.0,99.0,r,20.8154,1,1
1563,2459342.8082292,99.0,99.0,r,20.854,1,1
1564,2459342.8219097,99.0,99.0,g,20.8465,1,1
1565,2459342.8228356,99.0,99.0,g,20.7888,1,1
1566,2459343.7587384,99.0,99.0,g,20.8157,1,1
1567,2459344.8019213,99.0,99.0,g,21.0593,1,1
1568,2459344.8087731,99.0,99.0,g,20.9939,1,1
1569,2459344.8913426,99.0,99.0,r,20.666,1,1
1570,2459345.6794444,99.0,99.0,g,20.784,1,1
1571,2459345.728206,99.0,99.0,g,21.752,1,1
1572,2459345.7811111,99.0,99.0,r,21.8304,1,1
1573,2459346.8104167,99.0,99.0,r,20.6934,1,1
1574,2459346.8446412,99.0,99.0,g,20.6836,1,1
1575,2459346.8470602,99.0,99.0,g,20.7515,1,1
1576,2459346.8902778,99.0,99.0,r,20.6102,1,1
1577,2459348.8038542,99.0,99.0,r,20.8232,1,1
1578,2459348.8500579,99.0,99.0,g,20.8399,1,1
1579,2459348.8510069,99.0,99.0,g,20.8478,1,1
1580,2459349.7828588,99.0,99.0,r,20.8613,1,1
1581,2459350.7863426,99.0,99.0,r,20.6864,1,1
1582,2459352.6979977,99.0,99.0,g,19.6877,1,1
1583,2459353.7061806,99.0,99.0,r,20.5385,1,1
1584,2459353.745787,99.0,99.0,g,20.0931,1,1
1585,2459353.7628935,99.0,99.0,i,19.6891,1,1
1586,2459354.743287,99.0,99.0,r,20.0619,1,1
1587,2459354.7442245,99.0,99.0,r,20.031,1,1
1588,2459354.8196065,99.0,99.0,g,19.683,1,1
1589,2459354.821713,99.0,99.0,g,19.4947,1,1
1590,2459356.7265046,99.0,99.0,g,19.8487,1,1
1591,2459356.7274421,99.0,99.0,g,19.7076,1,1
1592,2459356.7633912,99.0,99.0,r,20.0375,1,1
1593,2459356.766875,99.0,99.0,r,19.9471,1,1
1594,2459356.8267593,99.0,99.0,i,19.5384,1,1
1595,2459358.7810648,99.0,99.0,r,19.7229,1,1
1596,2459358.8818519,99.0,99.0,g,19.2753,1,1
1597,2459359.7267245,99.0,99.0,r,19.758,1,1
1598,2459359.7489468,99.0,99.0,r,19.7647,1,1
1599,2459359.7612153,99.0,99.0,g,19.3928,1,1
1600,2459359.7621644,99.0,99.0,g,19.6177,1,1
1601,2459361.7643981,99.0,99.0,g,19.8731,1,1
1602,2459361.8505903,99.0,99.0,r,19.8529,1,1
1603,2459362.6970139,99.0,99.0,g,20.4669,1,1
1604,2459362.6979514,99.0,99.0,g,20.4755,1,1
1605,2459362.7636343,99.0,99.0,r,20.0956,1,1
1606,2459362.7646296,99.0,99.0,r,20.113,1,1
1607,2459362.8438657,99.0,99.0,i,19.7068,1,1
1608,2459363.7642245,99.0,99.0,g,20.264,1,1
1609,2459363.8239931,99.0,99.0,r,20.131,1,1
1610,2459364.8074537,99.0,99.0,r,20.4538,1,1
1611,2459364.8083912,99.0,99.0,r,20.3696,1,1
1612,2459365.7902199,99.0,99.0,g,20.6934,1,1
1613,2459366.7155208,99.0,99.0,r,20.7218,1,1
1614,2459366.7199421,99.0,99.0,r,20.6421,1,1
1615,2459366.738831,99.0,99.0,g,20.8321,1,1
1616,2459366.7397685,99.0,99.0,g,20.8375,1,1
1617,2459367.7379051,99.0,99.0,g,20.8019,1,1
1618,2459367.8275694,99.0,99.0,i,19.6483,1,1
1619,2459368.6976042,99.0,99.0,g,20.9236,1,1
1620,2459368.7201273,99.0,99.0,r,20.6946,1,1
1621,2459369.6975926,99.0,99.0,r,20.6274,1,1
1622,2459369.7187731,99.0,99.0,g,20.9132,1,1
1623,2459370.701169,99.0,99.0,i,19.9991,1,1
1624,2459370.7266551,99.0,99.0,g,20.8328,1,1
1625,2459370.7627083,99.0,99.0,r,20.5356,1,1
1626,2459372.6984259,99.0,99.0,g,20.5902,1,1
1627,2459372.8031829,99.0,99.0,r,18.0547,1,1
1628,2459373.700625,99.0,99.0,i,19.8596,1,1
1629,2459375.719919,99.0,99.0,r,20.6055,1,1
1630,2459375.7701505,99.0,99.0,g,20.4809,1,1
1631,2459376.6979861,99.0,99.0,i,20.0696,1,1
1632,2459376.7275694,99.0,99.0,g,20.5915,1,1
1633,2459376.7611458,99.0,99.0,r,20.5331,1,1
1634,2459377.721412,99.0,99.0,r,20.6859,1,1
1635,2459377.8486574,99.0,99.0,g,20.3547,1,1
1636,2459377.8495949,99.0,99.0,g,20.3232,1,1
1637,2459378.699213,99.0,99.0,g,20.7695,1,1
1638,2459378.7395486,99.0,99.0,r,20.0707,1,1
1639,2459379.6991319,99.0,99.0,g,20.6987,1,1
1640,2459379.700081,99.0,99.0,g,20.6756,1,1
1641,2459379.7213657,99.0,99.0,r,20.6635,1,1
1642,2459379.7664352,99.0,99.0,i,19.9153,1,1
1643,2459380.6992708,99.0,99.0,r,20.1303,1,1
1644,2459380.7584606,99.0,99.0,g,19.0495,1,1
1645,2459381.7053704,99.0,99.0,r,19.7801,1,1
1646,2459381.7833218,99.0,99.0,g,19.4896,1,1
1647,2459383.6998727,99.0,99.0,r,17.6957,1,1
1648,2459383.7435995,99.0,99.0,g,19.7171,1,1
1649,2459383.7861458,99.0,99.0,i,19.4703,1,1
1650,2459385.6956713,99.0,99.0,g,19.8338,1,1
1651,2459385.6966088,99.0,99.0,g,19.87,1,1
1652,2459385.7393403,99.0,99.0,r,20.0547,1,1
1653,2459385.7402894,99.0,99.0,r,20.0528,1,1
1654,2459386.7010532,99.0,99.0,r,19.8333,1,1
1655,2459386.7432639,99.0,99.0,i,19.5404,1,1
1656,2459386.7844792,99.0,99.0,g,19.5107,1,1
1657,2459387.701088,99.0,99.0,r,19.9203,1,1
1658,2459387.7084722,99.0,99.0,r,19.7903,1,1
1659,2459387.8138542,99.0,99.0,g,19.2177,1,1
1660,2459387.8148032,99.0,99.0,g,19.2051,1,1
1661,2459390.7197569,99.0,99.0,g,19.7748,1,1
1662,2459390.7806829,99.0,99.0,r,19.6989,1,1
1663,2459391.7197569,99.0,99.0,g,19.6188,1,1
1664,2459391.7843866,99.0,99.0,r,19.7189,1,1
1665,2459392.7207523,99.0,99.0,g,20.4647,1,1
1666,2459392.8232755,99.0,99.0,r,19.5333,1,1
1667,2459393.7256481,99.0,99.0,r,20.5644,1,1
1668,2459393.7265856,99.0,99.0,r,20.5686,1,1
1669,2459393.8023495,99.0,99.0,g,19.6097,1,1
1670,2459393.8094213,99.0,99.0,g,19.4651,1,1
1671,2459394.7425694,99.0,99.0,i,19.8225,1,1
1672,2459395.7412037,99.0,99.0,g,19.7999,1,1
1673,2459395.7421528,99.0,99.0,g,19.5479,1,1
1674,2459396.7011921,99.0,99.0,r,20.6124,1,1
1675,2459396.7421759,99.0,99.0,g,20.5742,1,1
1676,2459397.7411343,99.0,99.0,g,20.5445,1,1
1677,2459397.7420833,99.0,99.0,g,20.4504,1,1
1678,2459399.7040972,99.0,99.0,r,20.3622,1,1
1679,2459399.7472569,99.0,99.0,g,20.3626,1,1
1680,2459400.7022801,99.0,99.0,r,20.5622,1,1
1681,2459400.7775926,99.0,99.0,g,20.1018,1,1
1682,2459401.7008912,99.0,99.0,i,19.8805,1,1
1683,2459401.7229745,99.0,99.0,g,20.1589,1,1
1684,2459401.8040046,99.0,99.0,r,20.0596,1,1
1685,2459402.6988889,99.0,99.0,g,20.6223,1,1
1686,2459402.7286921,99.0,99.0,r,20.4847,1,1
1687,2459403.6967593,99.0,99.0,r,20.5243,1,1
1688,2459403.7674884,99.0,99.0,g,20.1149,1,1
1689,2459409.7697801,99.0,99.0,i,19.6884,1,1
1690,2459412.7023032,99.0,99.0,i,19.576,1,1
1691,2459414.7406366,99.0,99.0,g,19.4917,1,1
1692,2459418.7011227,99.0,99.0,g,19.2296,1,1
1693,2459418.7220949,99.0,99.0,r,18.3852,1,1
1694,2459419.7174884,99.0,99.0,g,18.4154,1,1
1695,2459419.7626505,99.0,99.0,r,17.3583,1,1
1696,2459424.6860648,99.0,99.0,i,19.994,1,1
1697,2459424.7050579,99.0,99.0,r,20.2722,1,1
1698,2459424.7372569,99.0,99.0,g,19.899,1,1
1699,2459426.7391551,99.0,99.0,r,19.5361,1,1
1700,2459428.6951157,99.0,99.0,r,20.2984,1,1
1701,2459428.7250926,99.0,99.0,g,19.9939,1,1
1702,2459440.6824653,99.0,99.0,i,19.4877,1,1
1703,2459444.6791551,99.0,99.0,i,19.004,1,1
1704,2459453.6491551,99.0,99.0,r,20.1703,1,1
1705,2459453.6505787,99.0,99.0,r,20.2304,1,1
1706,2459453.6520023,99.0,99.0,r,20.1933,1,1
1707,2459453.6548495,99.0,99.0,r,20.2144,1,1
1708,2459454.6477199,99.0,99.0,r,19.8964,1,1
1709,2459454.6491435,99.0,99.0,r,19.7671,1,1
1710,2459454.6505671,99.0,99.0,r,19.7058,1,1
1711,2459454.6534144,99.0,99.0,r,19.83,1,1
1712,2459458.6477431,99.0,99.0,r,19.9146,1,1
1713,2459458.6497106,99.0,99.0,r,19.8641,1,1
1714,2459458.6516782,99.0,99.0,r,19.8779,1,1
1715,2459458.6536574,99.0,99.0,r,19.8664,1,1
1716,2459459.6432986,99.0,99.0,r,19.8318,1,1
1717,2459459.6452662,99.0,99.0,r,19.8085,1,1
1718,2459459.6472454,99.0,99.0,r,19.995,1,1
1719,2459459.649213,99.0,99.0,r,19.819,1,1
1720,2459459.6511806,99.0,99.0,r,19.9781,1,1
1721,2459460.6422917,99.0,99.0,r,20.0661,1,1
1722,2459460.6442593,99.0,99.0,r,20.0793,1,1
1723,2459460.6462384,99.0,99.0,r,20.1026,1,1
1724,2459460.6482176,99.0,99.0,r,20.0971,1,1
1725,2459460.6501852,99.0,99.0,r,20.0851,1,1
1726,2459461.6437269,99.0,99.0,r,19.5986,1,1
1727,2459461.6456944,99.0,99.0,r,19.6119,1,1
1728,2459461.6476736,99.0,99.0,r,19.6465,1,1
1729,2459461.6496412,99.0,99.0,r,19.5762,1,1
1730,2459462.6404167,99.0,99.0,r,19.9382,1,1
1731,2459462.6424884,99.0,99.0,r,19.9013,1,1
1732,2459462.6445602,99.0,99.0,r,19.9808,1,1
1733,2459462.6466319,99.0,99.0,r,19.9303,1,1
1734,2459462.6487037,99.0,99.0,r,19.9541,1,1
1735,2459463.6398264,99.0,99.0,r,19.9887,1,1
1736,2459463.641875,99.0,99.0,r,20.0231,1,1
1737,2459463.6439236,99.0,99.0,r,19.8961,1,1
1738,2459463.6459722,99.0,99.0,r,19.9703,1,1
1739,2459463.6480208,99.0,99.0,r,19.922,1,1
1740,2459464.6411343,99.0,99.0,r,19.911,1,1
1741,2459464.6431829,99.0,99.0,r,19.8422,1,1
1742,2459464.6452315,99.0,99.0,r,19.8295,1,1
1743,2459464.6472685,99.0,99.0,r,19.9084,1,1
1744,2459465.6380787,99.0,99.0,r,19.6448,1,1
1745,2459465.6401273,99.0,99.0,r,19.6599,1,1
1746,2459465.6421875,99.0,99.0,r,19.6161,1,1
1747,2459465.6442361,99.0,99.0,r,19.3358,1,1
1748,2459465.6462731,99.0,99.0,r,19.4843,1,1
1749,2459529.9993287,99.0,99.0,r,19.6623,1,1
1750,2459531.9869329,99.0,99.0,g,20.3647,1,1
1751,2459532.0160764,99.0,99.0,i,19.9548,1,1
1752,2459537.0085648,99.0,99.0,r,19.4853,1,1
1753,2459537.9957523,99.0,99.0,g,17.6442,1,1
1754,2459538.0112384,99.0,99.0,r,17.1145,1,1
1755,2459551.0129977,99.0,99.0,r,20.6433,1,1
1756,2459600.8720486,99.0,99.0,r,19.9116,1,1
1757,2459600.9140972,99.0,99.0,g,19.7511,1,1
1758,2459621.9545255,99.0,99.0,r,20.4035,1,1
1759,2459621.9661343,99.0,99.0,g,20.5546,1,1
1760,2459622.9674537,99.0,99.0,g,19.9034,1,1
1761,2459623.0278588,99.0,99.0,r,20.353,1,1
1762,2459624.9070139,99.0,99.0,r,20.122,1,1
1763,2459624.9714583,99.0,99.0,i,19.7642,1,1
1764,2459625.0103241,99.0,99.0,g,19.9968,1,1
1765,2459625.740463,99.0,99.0,g,18.7751,1,1
1766,2459625.9070023,99.0,99.0,r,19.8929,1,1
1767,2459627.9016319,99.0,99.0,i,18.755,1,1
1768,2459627.9690741,99.0,99.0,g,19.1163,1,1
1769,2459628.0157407,99.0,99.0,r,19.1943,1,1
1770,2459629.9256481,99.0,99.0,g,19.4725,1,1
1771,2459629.9871759,99.0,99.0,r,19.9564,1,1
1772,2459630.8456829,99.0,99.0,i,19.8768,1,1
1773,2459636.8849074,99.0,99.0,i,19.9462,1,1
1774,2459636.9698843,99.0,99.0,r,20.3105,1,1
1775,2459636.9912616,99.0,99.0,g,19.9508,1,1
1776,2459639.8017824,99.0,99.0,r,20.0067,1,1
1777,2459639.8504051,99.0,99.0,g,20.346,1,1
1778,2459639.869375,99.0,99.0,i,19.4044,1,1
1779,2459641.8019213,99.0,99.0,r,20.2125,1,1
1780,2459641.8433218,99.0,99.0,g,20.7511,1,1
1781,2459671.8506829,99.0,99.0,r,20.8451,1,1
1782,2459671.9107292,99.0,99.0,g,20.9109,1,1
1783,2459671.9434144,99.0,99.0,g,20.9218,1,1
1784,2459672.8061458,99.0,99.0,g,21.0397,1,1
1785,2459672.8276042,99.0,99.0,g,20.9442,1,1
1786,2459673.8000116,99.0,99.0,r,20.7686,1,1
1787,2459673.8240162,99.0,99.0,g,20.7287,1,1
1788,2459673.9045255,99.0,99.0,g,20.3249,1,1
1789,2459674.8312963,99.0,99.0,r,20.6966,1,1
1790,2459674.884213,99.0,99.0,g,20.6558,1,1
1791,2459674.9029514,99.0,99.0,g,20.4694,1,1
1792,2459674.9480208,99.0,99.0,r,20.386,1,1
1793,2459675.6572338,99.0,99.0,g,20.4403,1,1
1794,2459675.8281944,99.0,99.0,g,20.7908,1,1
1795,2459675.8814468,99.0,99.0,g,20.7465,1,1
1796,2459675.906956,99.0,99.0,r,20.6554,1,1
1797,2459676.8208333,99.0,99.0,g,20.0898,1,1
1798,2459676.8646412,99.0,99.0,r,20.0693,1,1
1799,2459676.8907986,99.0,99.0,g,19.8926,1,1
1800,2459676.957581,99.0,99.0,r,19.8364,1,1
1801,2459677.7393403,99.0,99.0,g,20.0303,1,1
1802,2459677.7830093,99.0,99.0,i,19.7627,1,1
1803,2459677.8082639,99.0,99.0,g,20.3079,1,1
1804,2459677.8474884,99.0,99.0,g,20.4567,1,1
1805,2459677.8721412,99.0,99.0,r,20.4888,1,1
1806,2459677.8855556,99.0,99.0,r,20.3522,1,1
1807,2459677.9142824,99.0,99.0,r,20.1753,1,1
1808,2459678.8022685,99.0,99.0,g,20.5177,1,1
1809,2459678.8490046,99.0,99.0,g,20.5612,1,1
1810,2459679.6603009,99.0,99.0,g,19.9622,1,1
1811,2459679.6951968,99.0,99.0,r,19.9905,1,1
1812,2459679.7442014,99.0,99.0,r,20.2751,1,1
1813,2459679.7701968,99.0,99.0,g,20.2734,1,1
1814,2459679.8029282,99.0,99.0,g,20.3939,1,1
1815,2459679.863588,99.0,99.0,r,20.208,1,1
1816,2459680.7414583,99.0,99.0,r,20.0923,1,1
1817,2459682.6863194,99.0,99.0,g,19.4301,1,1
1818,2459682.7161458,99.0,99.0,g,19.5469,1,1
1819,2459682.7710764,99.0,99.0,i,19.7297,1,1
1820,2459682.7819329,99.0,99.0,r,19.9985,1,1
1821,2459682.7983681,99.0,99.0,r,19.8349,1,1
1822,2459682.8635417,99.0,99.0,r,19.662,1,1
1823,2459682.9239699,99.0,99.0,g,19.7131,1,1
1824,2459683.7607523,99.0,99.0,g,19.7693,1,1
1825,2459683.878912,99.0,99.0,r,19.9663,1,1
1826,2459683.9497222,99.0,99.0,g,19.5189,1,1
1827,2459684.7420602,99.0,99.0,r,19.5915,1,1
1828,2459684.7869329,99.0,99.0,g,19.4104,1,1
1829,2459684.8091898,99.0,99.0,g,19.4931,1,1
1830,2459684.8442824,99.0,99.0,r,19.6165,1,1
1831,2459684.9065162,99.0,99.0,r,19.5829,1,1
1832,2459685.7265625,99.0,99.0,r,19.7961,1,1
1833,2459685.7647454,99.0,99.0,r,19.7937,1,1
1834,2459685.7652199,99.0,99.0,r,19.8126,1,1
1835,2459685.8126157,99.0,99.0,i,19.2858,1,1
1836,2459685.8727083,99.0,99.0,r,19.2133,1,1
1837,2459687.8439468,99.0,99.0,r,19.7367,1,1
1838,2459687.8659954,99.0,99.0,r,19.8194,1,1
1839,2459687.9029977,99.0,99.0,r,19.8399,1,1
1840,2459687.9567361,99.0,99.0,g,19.5023,1,1
1841,2459688.8041204,99.0,99.0,i,19.6488,1,1
1842,2459688.8219444,99.0,99.0,r,20.1432,1,1
1843,2459688.8576157,99.0,99.0,r,20.1112,1,1
1844,2459688.8728241,99.0,99.0,r,19.927,1,1
1845,2459688.873287,99.0,99.0,r,19.9282,1,1
1846,2459689.7651736,99.0,99.0,r,19.8634,1,1
1847,2459689.7848958,99.0,99.0,g,19.802,1,1
1848,2459689.8059838,99.0,99.0,g,19.7013,1,1
1849,2459689.89125,99.0,99.0,r,19.4861,1,1
1850,2459689.8970718,99.0,99.0,r,19.6101,1,1
1851,2459690.7425347,99.0,99.0,r,20.6194,1,1
1852,2459690.7564815,99.0,99.0,g,20.5303,1,1
1853,2459690.8032523,99.0,99.0,g,20.6057,1,1
1854,2459690.8434722,99.0,99.0,r,20.2805,1,1
1855,2459693.7627894,99.0,99.0,r,20.4903,1,1
1856,2459693.8441898,99.0,99.0,g,20.5069,1,1
1857,2459693.8696875,99.0,99.0,i,19.6543,1,1
1858,2459695.7458912,99.0,99.0,r,19.0005,1,1
1859,2459695.8473611,99.0,99.0,g,19.5504,1,1
1860,2459696.801794,99.0,99.0,i,19.7186,1,1
1861,2459697.7764236,99.0,99.0,g,20.9568,1,1
1862,2459697.7783565,99.0,99.0,g,20.9745,1,1
1863,2459697.824537,99.0,99.0,r,20.4412,1,1
1864,2459699.8178241,99.0,99.0,r,20.6803,1,1
1865,2459699.8188542,99.0,99.0,r,20.6576,1,1
1866,2459699.9485532,99.0,99.0,g,20.4043,1,1
1867,2459699.9494907,99.0,99.0,g,20.4303,1,1
1868,2459700.7569907,99.0,99.0,g,20.6369,1,1
1869,2459701.8057292,99.0,99.0,g,20.6936,1,1
1870,2459701.8066667,99.0,99.0,g,20.6631,1,1
1871,2459701.887419,99.0,99.0,g,20.4724,1,1
1872,2459701.8889005,99.0,99.0,g,20.5544,1,1
1873,2459702.748125,99.0,99.0,r,20.5894,1,1
1874,2459702.7579514,99.0,99.0,r,20.5239,1,1
1875,2459702.7783681,99.0,99.0,g,20.8499,1,1
1876,2459707.723044,99.0,99.0,r,20.2039,1,1
1877,2459707.7244792,99.0,99.0,r,20.2502,1,1
1878,2459707.7861806,99.0,99.0,r,20.3752,1,1
1879,2459707.7871296,99.0,99.0,r,20.2156,1,1
1880,2459707.8688889,99.0,99.0,r,20.2784,1,1
1881,2459708.6810069,99.0,99.0,r,19.9351,1,1
1882,2459708.7583796,99.0,99.0,r,20.0711,1,1
1883,2459708.8283218,99.0,99.0,r,20.0351,1,1
1884,2459709.7102546,99.0,99.0,r,20.0852,1,1
1885,2459709.7112037,99.0,99.0,r,20.0611,1,1
1886,2459709.7294097,99.0,99.0,r,20.1104,1,1
1887,2459709.7776273,99.0,99.0,r,20.0648,1,1
1888,2459709.7824653,99.0,99.0,r,19.7982,1,1
1889,2459709.8045833,99.0,99.0,r,20.1846,1,1
1890,2459710.7556019,99.0,99.0,r,19.8592,1,1
1891,2459710.7772222,99.0,99.0,g,19.6901,1,1
1892,2459710.8239699,99.0,99.0,g,19.7573,1,1
1893,2459711.7204745,99.0,99.0,g,19.7124,1,1
1894,2459711.7214236,99.0,99.0,g,19.7528,1,1
1895,2459711.7803356,99.0,99.0,r,19.3695,1,1
1896,2459711.8014583,99.0,99.0,r,19.4199,1,1
1897,2459712.7616898,99.0,99.0,g,19.8605,1,1
1898,2459712.8416898,99.0,99.0,r,19.8498,1,1
1899,2459713.7606366,99.0,99.0,r,19.7694,1,1
1900,2459713.7806366,99.0,99.0,r,19.8446,1,1
1901,2459713.8375231,99.0,99.0,g,19.5709,1,1
1902,2459713.8410648,99.0,99.0,g,19.5885,1,1
1903,2459714.7227894,99.0,99.0,r,19.8024,1,1
1904,2459714.7777894,99.0,99.0,g,19.6651,1,1
1905,2459715.7464352,99.0,99.0,g,19.6199,1,1
1906,2459715.7474306,99.0,99.0,g,19.6785,1,1
