,jd,mag,mag_unc,filter,limmag,programid
103,44249.11021949418,23.781723257844238,0.1,g,inf,0.0
104,44249.210219494176,23.498195600268343,0.1,r,inf,0.0
105,44249.210219494176,23.526542441081418,0.1,g,inf,0.0
106,44249.310219494175,23.750696977350692,0.1,g,inf,0.0
107,44249.310219494175,23.54469296626613,0.1,r,inf,0.0
108,44249.41021949418,23.443059205283152,0.1,r,inf,0.0
109,44249.41021949418,23.936340551161685,0.1,g,inf,0.0
110,44249.51021949418,23.571200085766492,0.1,r,inf,0.0
111,44249.51021949418,23.642623982336293,0.1,g,inf,0.0
112,44249.61021949418,23.584859903519504,0.1,r,inf,0.0
113,44249.61021949418,23.70825929839205,0.1,g,inf,0.0
114,44249.710219494176,23.79806566436406,0.1,g,inf,0.0
115,44249.710219494176,23.48795345839481,0.1,r,inf,0.0
116,44249.810219494175,23.661240680715668,0.1,r,inf,0.0
117,44249.810219494175,23.760964418946646,0.1,g,inf,0.0
118,44249.91021949418,23.704751853820632,0.1,r,inf,0.0
119,44249.91021949418,23.679457097754618,0.1,g,inf,0.0
120,44250.01021949418,23.780189982004302,0.1,r,inf,0.0
121,44250.01021949418,23.864591194844802,0.1,g,inf,0.0
122,44250.11021949418,23.798490432063474,0.1,r,inf,0.0
123,44250.11021949418,23.772729895164797,0.1,g,inf,0.0
124,44250.210219494176,23.57647760617161,0.1,r,inf,0.0
125,44250.210219494176,23.947453825708266,0.1,g,inf,0.0
126,44250.310219494175,23.641596355083152,0.1,r,inf,0.0
127,44250.310219494175,23.829286475328708,0.1,g,inf,0.0
128,44250.41021949418,23.80801670190287,0.1,r,inf,0.0
129,44250.41021949418,24.09735665536118,0.1,g,inf,0.0
130,44250.51021949418,23.88517220173314,0.1,g,inf,0.0
131,44250.51021949418,23.829026086380566,0.1,r,inf,0.0
132,44250.61021949418,23.850286576027287,0.1,r,inf,0.0
133,44250.61021949418,23.952425695453538,0.1,g,inf,0.0
134,44250.710219494176,24.20346111617361,0.1,r,inf,0.0
135,44250.710219494176,24.08538972852253,0.1,g,inf,0.0
136,44250.810219494175,23.89454991402937,0.1,r,inf,0.0
137,44250.810219494175,23.90022447099408,0.1,g,inf,0.0
138,44250.91021949418,23.97029032283003,0.1,r,inf,0.0
139,44250.91021949418,24.065329791949804,0.1,g,inf,0.0
140,44251.01021949418,24.19257096976955,0.1,g,inf,0.0
141,44251.01021949418,23.971406831013205,0.1,r,inf,0.0
